Examinee id    Item id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
19,0,2,2,0,0,0,0,2,0,2,2,2,2,0,0,0,2,0,0,2,1,0,0,2,0,0,0,2,2,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,2,0,2,0,2,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,1,0,2,0,2,1,2,2,2,2,0,0,2,1
20,0,2,0,0,0,2,2,2,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,2,0,2,0,0,2,0,0,0,2,2,1,0,0,0,0,2,0,2,0,0,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,0,2,2,0,1,0,2,2,2,0,1,2,0,2,2,2,2,0
21,2,2,2,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,2,0,2,2,0,2,2,0,2,0,0,2,2,2,2,2,0,2,0,2,2,2,0,2,2,2,0,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,1,2,0,0
22,0,0,2,0,1,2,0,2,2,0,0,0,0,1,2,0,2,0,2,2,0,0,0,0,0,0,0,2,1,0,0,2,0,2,2,0,2,0,0,0,0,2,0,2,0,0,2,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,1,2,0,0,0,2,0,2,2,2,2,2,2,0
23,0,2,0,0,0,2,1,2,0,2,2,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,0,2,2,2,2,0,2,0,0,0,0,2,0,0,2,2,0,0,2,0,0,2,2,1,2,2,2,2,2,2,0,2,0,2,0,2,2,2,2,0,0,0,2,2,1,2,0,2,2,2,1,2,0,2,2,2,2,1
24,0,0,0,2,0,0,2,0,0,2,0,2,2,0,0,2,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,2,0,0,2,2,2,0,0,0,2,2,2,2,2,2,2,2,1,0,2,2,0,2,0,0,2,0,2,1,0,2,2,2,2,2,1,0,2,2,1,2,2,1,0,0,2,2,0,2,2
25,0,0,2,0,2,0,2,2,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,2,2,2,2,0,0,2,0,2,0,2,1,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2
26,0,2,0,2,0,0,2,2,0,0,0,0,2,0,2,0,0,2,0,2,0,2,2,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,2,1,2,0,0,2,0,0,2,0,2,2,2,2,0,2,2,2,2,0,2,2,2,2,1,2,2,2,2,2,0,2,1,0,0,2,0,2,2,2,2,0,2,2,2,2
27,2,0,2,0,2,0,2,2,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,2,2,0,0,0,2,2,1,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,1,2,0,2,0,1,2,2,2,0,2,2,2,0,2,1,0,1,2,2,0,2,2,2,2,2,2,0,2,2,2,2,0,2,0,2,2
28,0,1,0,2,0,0,0,0,2,2,2,2,2,2,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2,2,0,0,2,0,0,2,0,0,1,0,2,0,2,2,2,0,1,1,0,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,2,0,2,1,2,2,0,2,1,2,2,2,2
29,0,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,2,1,0,2,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,2,2,2,2,0,0,2,0,2,0,0,2,2,0,0,2,0,2,2,2,2,2,0,2,2,2,1,2,2,2,0,0,2,1,2,2,2,2,2,2,2,1,0,0,2,0,2,2,0,0,2,2,0,2,2
30,0,0,0,0,1,0,2,0,2,2,0,2,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,2,2,0,2,0,0,0,0,2,0,2,0,0,2,0,2,0,2,2,0,2,2,2,2,2,2,2,1,0,2,2,0,0,2,2,2,2,2,2,0,0,2,2,2,2,1,0,2,2,2,0,1,2,2,2,0,0,0,2,1
31,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,0,0,0,0,2,0,0,2,0,2,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,2,0,1,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,1,2,0,0,1,2,0,0,0,2,1,2,2,1,2,0,0,2,2
32,2,2,0,0,2,0,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,2,0,0,2,0,2,2,2,0,0,1,2,2,2,2,2,2,2,0,2,2,0,2,2,2,0,2,2,0,0,0,2,2,2,2,0,2,2,2,2,1,0,2,1,1,0,2,2,2
33,0,2,0,0,0,0,0,0,2,2,0,2,2,0,2,2,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,2,2,0,0,0,2,2,0,0,2,0,0,1,2,0,0,2,0,2,0,2,2,2,0,2,0,2,0,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,1,0,2,0,2,2,2,2,2,2,2,2,0,1
34,2,0,2,0,0,0,0,1,0,0,2,2,2,2,0,0,2,0,0,1,0,2,0,2,0,0,2,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,2,0,2,0,2,0,0,0,2,2,2,0,2,2,1,0,2,2,2,2,0,0,2,0,2,2,0,2,0,2,2,2,2,1,0,2,0,0,2,1,2,2,2,2,2,2,2,2
35,0,2,0,0,2,0,2,2,0,0,0,2,2,0,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,2,0,2,0,2,2,1,0,2,2,2,2,0,0,2,0,2
36,2,0,0,0,0,0,0,2,2,2,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,2,0,2,2,2,2,0,2,0,0,2,2,0,2,0,2,1,2,2,2,0,2,0,2,0,2,2,2,2,2,2,0,1,2,2,2,2,2,1,0,2,0,1,2,0,1,0,2,2,2,2,2,0,2
37,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,2,2,2,2,1,2,0,1,2,0,2,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,2,2,0,2,0,2,0,1,0,2,0,2,0,2,2,0,2,1,2,1,0,2,2,0,0,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,1,2,0,2
38,0,2,0,0,0,2,0,2,2,0,2,0,2,2,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,2,2,0,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,0,0,2,2,2,2,2,2,2,1,2,0,1,2,2,0,0,2,2,0,2,0,0,2,2,2
39,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,2,2,2,0,0,0,0,2,2,0,2,2,0,2,0,0,2,0,0,1,2,0,2,2,2,0,1,1,2,2,2,2,0,2,2,1,0,2,2,2,0,2,1,0,2,1,2,2,0,0,2,2,0,1,2,1,2,2,0
40,0,2,0,2,0,0,0,2,2,0,2,0,0,0,0,2,2,2,2,0,0,0,0,1,0,2,2,2,2,0,0,0,0,0,2,1,0,0,2,0,2,0,2,0,2,0,0,0,0,0,2,2,0,2,0,0,0,2,0,2,2,0,2,2,2,2,2,2,1,2,2,2,0,2,2,2,1,2,2,2,2,0,0,2,0,1,2,2,2,2
41,2,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,2,2,0,1,0,0,1,2,1,2,0,2,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0,0,1,2,0,2,2,2,2,2,0,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,2,0,2,2,0,0,2,0,2,2,2,2,0
42,0,2,1,2,0,0,0,1,2,2,0,2,2,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,2,2,2,2,0,2,2,0,2,2,1,2,2,2,2,2,2,0,2,2,2,0,2,0,2,2,0,2,2,2,2,2,2,0,0,2,0
43,2,2,2,2,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,2,0,1,0,2,0,2,0,2,2,0,2,0,0,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,2,1,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,0,2,2,0,0,2,0,2,2,0
44,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,2,2,2,0,0,1,2,0,0,0,0,2,2,0,2,2,2,0,2,2,0,0,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,2,0,2,2,2,2,2,2,2,1,0,0,2,0,2,2,2,0,0,1,2,2,2
45,0,0,2,0,2,2,2,0,2,0,0,2,2,2,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,2,1,2,2,2,2,0,2,2,0,0,1,0,2,2,1,2,0,0,2,0,2,2,2,2,2,2,0,2,1,2,0,0,2,2,2,2,2,2,2
46,0,2,0,2,0,0,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,2,2,2,2,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,2,2,0,0,2,0,0,2,2,2,2,0,0,2,0,2,2,0,2,2,1,2,2,2,0,2,2,2,2,2,0,1,0,2,2,2,2,2,0,2,0,2,2,2,2,2,0
47,0,2,0,0,0,0,0,0,2,0,0,2,0,1,2,2,0,0,2,0,1,2,2,2,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,1,2,0,2,0,2,2,2,2,0,2,0,1,2,2,2,2,2,0,0,2,0,2,2,2,2,0,2,2,2,2,1,2,0,2,2,1,2,0,2
48,0,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0,2,2,2,2,0,0,2,2,2,0,0,2,0,0,0,0,0,2,2,0,2,0,0,0,2,2,0,0,0,0,2,0,2,0,2,1,2,2,2,1,2,0,2,2,2,2,2,2,2,0,0,1,0,0,2,2,2,2,0,2,2,0,2,0,2,2,0,2,2,0,1,1,2,1
49,0,2,0,0,2,0,2,2,2,2,2,2,2,2,0,0,0,2,0,0,1,0,0,2,0,2,0,2,0,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,2,0,2,2,2,2,0,2,2,2,0,2,0,2,2,2,2,0,1,2,0,0,2,0,2,1,0,2,2,2,2,2,2,1,2,2,2,0,2
50,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,2,0,2,2,2,1,0,0,2,2,0,0,1,2,0,2,2,0,0,2,0,0,0,2,2,2,2,0,2,2,2,2,2,1,2,2,2,0,0,2,2,2,2,2,0,0,0,2,2,0,2,1,2,1,2,2,1,1,2,0,2,2,0,2,0
51,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,2,0,0,0,1,0,2,2,2,0,0,2,1,0,0,0,2,2,0,0,2,0,0,0,0,2,2,0,1,0,0,2,2,2,0,2,2,2,2,1,0,2,2,2,0,2,2,2,2,0,0,2,2,2,2,2,2,2,0,1,2,2,2,2,0,0,0,2,2,2,0,2,2
52,0,2,1,0,0,0,2,0,2,2,2,2,0,0,0,2,0,0,2,0,0,0,2,1,0,2,2,0,2,0,0,2,0,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,2,1,1,2,2,0,2,0,2,2,2,2,2,0,1,2,0,2,0,0,2,2,2,0,2,2,1,2,2,0,2,1,0,0,2,2,2,2,2,1
53,2,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,2,2,2,0,0,0,2,0,2,0,2,2,0,2,2,2,0,0,0,0,0,0,0,2,2,1,2,0,2,1,1,1,2,2,2,2,0,2,0,0,2,2,2,0,0,0,2,2,2,2,0,2,2,1,0,2,2,0,2,2,2,2,2,2
54,0,2,2,0,0,0,2,2,2,2,0,0,2,2,2,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,0,2,2,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,1,0,0,2,2,0,1,2,2,2,2,0,2,0,2,2,2,2,2,2,1,2,0,2,2,0,2,2,2,0,1,2,0,1
55,0,0,0,2,0,0,0,2,0,2,0,2,1,2,0,0,2,2,0,0,2,0,0,0,0,0,2,2,0,2,1,0,0,0,0,2,0,2,0,2,2,0,0,0,0,1,2,0,2,0,2,2,2,0,2,0,2,1,2,2,2,2,2,0,2,0,2,0,0,2,2,2,2,2,0,2,2,0,1,2,1,0,2,2,2,2,2,0,2,1
56,0,2,2,0,2,0,2,2,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,2,2,2,0,2,1,0,0,1,2,0,2,0,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,2,1,0,2,2,2,2,2,1,0,0,0,0,2,2,1,2,2,2,1,2,0,1,2,2,2,2,1,2,0
57,2,2,0,0,0,0,2,2,2,0,0,2,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,2,1,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,0,0,2,2,2,0,2,0,1,2,2,2,0,1,2,2,1,0,1,2,0,2
58,0,0,1,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,2,0,0,2,0,0,2,0,2,1,2,2,2,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,2,0,0,0,0,2,1,2,1,2,2,0,2,2,0,1,2,2,2,2,0,2,2,2,2,2,0,2,2,2,1,2,2,0,2,2,1,0,2,2,1
59,0,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,0,0,0,1,2,0,1,2,0,2,0,0,2,2,0,0,0,0,2,1,2,2,0,0,2,0,2,2,0,0,2,0,0,2,2,2,2,2,2,2,0,0,2,2,2,2,0,0,2,2,1,2,2,2,2,1,2,2,2,0,2,2,2,2
60,0,0,0,2,0,2,2,2,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,1,0,2,2,2,0,2,0,0,2,2,2,0,2,0,2,0,0,2,2,0,2,2,2,2,2,2,0,0,2,1,0,2,2,2,2,0,2,0,2,2,1,2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,1
61,0,0,2,0,0,0,2,1,0,0,0,0,2,2,0,2,0,0,2,0,1,2,2,0,2,0,0,2,0,0,2,2,0,0,0,1,2,2,0,0,2,0,2,0,0,0,0,0,2,0,2,1,2,2,2,0,0,2,0,0,2,0,2,2,2,0,0,2,1,2,2,0,2,2,2,2,1,2,2,2,2,2,1,0,1,2,0,2,2,2
62,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,0,2,0,0,2,0,2,0,0,0,2,0,2,2,0,0,2,0,2,2,2,0,0,0,0,2,2,2,0,0,0,2,2,0,1,0,2,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,1,2,2,2,2,1,0,1,0,2,0,2,1,2,2,0,0,1,1,2,1
63,2,0,0,0,0,2,0,2,0,0,0,2,0,0,2,2,2,0,0,2,1,2,2,0,0,0,2,0,1,0,1,2,0,0,0,0,2,0,0,2,0,0,2,2,0,2,0,0,0,0,2,0,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,1,2,2,0,0,0,2,0,2,2,2,0,2,0,1,2,0,2,2,2,2,2
64,2,2,0,1,0,0,0,0,0,0,2,2,0,0,2,2,0,2,0,2,2,0,0,2,0,2,2,2,2,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,2,0,2,2,2,0,2,2,0,2,1,2,2,0,1,2,2,2,0,2,2,2,0,0,0,1,2,2,2,0,0,2,2,2,2,2,2,2,1
65,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,2,0,0,1,2,1,2,0,0,0,0,0,0,2,2,2,2,0,0,2,0,0,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,2,2
66,2,2,0,0,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,2,0,2,2,2,0,0,0,2,0,2,0,0,1,0,2,0,0,2,2,0,0,2,0,2,2,0,0,0,0,0,2,1,2,2,2,2,0,0,0,2,2,2,2,2,2,0,2,2,1,2,0,2,2,0,0,2,1,2,0,0,2,2,1,2,2,2,2,0,2,2
67,2,0,0,0,0,1,0,0,2,2,2,0,0,2,0,0,2,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,2,0,0,0,2,0,1,2,0,2,2,2,0,2,0,2,2,0,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,0,0,2,0,0,2,2,2,2,2,0,2,2,2,2,2,1
68,0,2,0,2,0,0,0,0,0,2,0,2,0,0,2,0,0,1,0,0,0,2,0,0,2,2,2,0,2,0,2,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,0,1,2,2,2,2,2,1,2,0,0,2,0,1,2,2,1,2,2,2,2,0,0,2,0,1,2,2,0,1,2,1,2,2,0,0,2,2,2,2
69,0,0,2,2,0,0,0,2,0,2,0,0,2,2,0,0,0,2,2,2,2,0,2,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,2,2,1,0,0,0,2,2,1,2,2,2,2,2,0,0,2,2,2,0,0,0,2,2,0,0,2,2,2,2,0,2,2,2,0,1,2,2,2,0,2,2,2,2,2,2,1
70,0,0,1,0,0,2,2,0,0,0,0,2,2,2,0,2,2,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0,0,2,0,2,0,2,0,2,2,0,0,0,0,0,2,2,0,2,2,2,2,1,2,2,2,0,2,1,2,0,2,1,2,1,2,2,0,2,2,0,1,2,0,0,2,0,2,2,2,0,2,2,2,2,0,0,1
71,0,0,0,2,2,0,0,2,0,2,0,0,0,2,2,0,0,0,2,0,0,0,2,2,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,1,0,2,1,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,0,2,0,0,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,2,2,0,1,2,0,0,2,2,2,2,0,2
72,0,0,0,2,2,2,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,1,0,2,2,2,0,0,2,2,2,0,2,0,2,0,2,2,1,0,2,0,2,1,1,2,2,2,2,2,1,0,2,2,2,2,2,2,0,2,2,2,2,2,2,0
73,0,0,0,0,2,0,2,0,2,0,2,2,0,2,0,2,2,0,0,2,0,2,0,2,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,0,2,0,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,0,2,2,2,1,2,2,0,2,0,1,0,2,0,2
74,2,0,2,0,1,0,0,0,0,0,0,2,0,2,0,2,2,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,2,2,0,2,0,2,2,0,2,0,2,0,2,2,0,0,2,2,2,2,2,1,2,0,2,2,2,0,2,0,2,0,2,2,2,0,2,1,2,1,2,2,1,2,0,2,0,2,2,0,1,2,2
